,A,B,C,D,E,F
4207,out,mainHall,other,hallC,recreationArea,hallC
4208,out,mainHall,other,hallD,recreationArea,hallD
4209,out,mainHall,diningHall,out,out,out
4210,out,mainHall,out,out,out,out
4211,out,out,out,other,recreationArea,hallA
4212,out,out,out,out,out,out
4213,out,mainHall,diningHall,hallB,recreationArea,hallB
4214,out,mainHall,diningHall,other,recreationArea,other
4215,out,mainHall,diningHall,hallD,recreationArea,hallD
4216,out,mainHall,out,out,out,out
4217,out,mainHall,diningHall,out,out,out
4218,out,mainHall,out,out,out,out
4219,out,mainHall,diningHall,exhibition,other,hallB
4220,out,mainHall,out,out,out,out
4221,out,out,out,out,out,out
4222,out,out,out,hallD,other,hallD
4223,out,out,out,out,out,out
4224,out,mainHall,out,out,out,out
4225,out,mainHall,out,out,out,out
4226,out,mainHall,diningHall,hallB,recreationArea,other
4227,out,mainHall,recreationArea,other,hallA,hallA
4228,out,out,out,out,out,out
4229,out,out,out,out,out,out
4230,out,mainHall,out,out,out,out
4231,out,mainHall,out,out,out,out
4232,out,mainHall,other,hallB,other,hallB
4233,out,mainHall,diningHall,other,other,hallC
4234,out,mainHall,out,out,out,out
4235,out,mainHall,other,exhibition,other,hallC
4236,out,mainHall,diningHall,hallC,recreationArea,other
4237,out,other,other,other,other,out
4238,out,mainHall,other,other,other,other
4239,out,out,diningHall,hallD,recreationArea,other
4240,out,mainHall,diningHall,hallD,other,hallD
4241,out,out,other,exhibition,other,other
4242,out,out,out,hallD,recreationArea,other
4243,out,out,out,other,recreationArea,other
4244,out,mainHall,other,hallC,exhibition,hallC
4245,out,mainHall,diningHall,other,other,hallD
4246,out,mainHall,diningHall,other,other,other
4247,out,out,out,hallD,other,other
4248,out,mainHall,out,out,out,out
4249,out,mainHall,other,hallB,other,other
4250,out,mainHall,diningHall,out,out,out
4251,out,mainHall,diningHall,other,recreationArea,other
4252,out,out,out,hallB,other,other
4253,out,out,out,out,out,out
4254,out,mainHall,other,hallB,recreationArea,other
4255,out,mainHall,diningHall,out,out,out
4256,out,mainHall,diningHall,exhibition,exhibition,other
4257,out,other,other,other,other,other
4258,out,out,out,hallA,other,hallA
4259,out,exhibition,out,out,out,out
4260,out,mainHall,other,hallC,other,other
4261,out,other,other,other,recreationArea,recreationArea
4262,out,mainHall,diningHall,exhibition,other,other
4263,out,mainHall,out,out,out,out
4264,out,mainHall,out,out,out,out
4265,out,mainHall,out,out,out,out
4266,out,out,out,hallC,recreationArea,other
4267,out,out,out,out,out,out
4268,out,out,out,hallA,other,hallA
4269,out,out,out,out,out,out
4270,out,mainHall,diningHall,other,other,other
4271,out,out,out,hallB,recreationArea,hallA
4272,out,out,out,hallC,other,hallA
4273,out,mainHall,out,out,out,out
4274,out,out,out,out,out,out
4275,out,out,out,hallD,other,other
4276,out,other,other,other,out,out
4277,out,out,out,hallD,other,hallD
4278,out,out,out,out,out,out
4279,out,out,out,out,out,out
4280,out,mainHall,diningHall,out,out,out
4281,out,mainHall,diningHall,other,recreationArea,other
4282,out,mainHall,diningHall,exhibition,recreationArea,hallC
4283,out,mainHall,diningHall,hallB,other,other
4284,out,out,out,hallD,other,hallD
4285,out,mainHall,other,exhibition,exhibition,recreationArea
4286,out,mainHall,diningHall,hallD,other,hallC
4287,out,out,out,hallB,recreationArea,other
4288,out,out,out,hallC,other,other
4289,out,exhibition,exhibition,other,exhibition,exhibition
4290,out,out,out,hallC,recreationArea,other
4291,out,mainHall,diningHall,other,other,other
4292,out,out,out,out,out,out
4293,out,mainHall,diningHall,out,out,out
4294,other,other,other,other,other,other
4295,out,mainHall,other,hallB,recreationArea,other
4296,out,mainHall,other,hallA,other,hallA
4297,out,mainHall,other,out,out,out
4298,out,out,out,hallB,hallA,hallB
4299,out,mainHall,other,other,other,other
4300,out,mainHall,exhibition,out,out,out
4301,out,mainHall,other,exhibition,recreationArea,other
4302,out,mainHall,other,hallD,other,hallC
4303,out,mainHall,diningHall,other,recreationArea,other
4304,out,out,out,out,out,out
4305,out,mainHall,other,hallC,other,other
4306,out,out,out,hallC,other,recreationArea
4307,out,mainHall,out,out,out,out
4308,out,mainHall,other,out,out,out
4309,out,mainHall,diningHall,hallB,recreationArea,other
4310,out,exhibition,out,out,out,out
4311,out,other,other,other,out,out
4312,out,out,out,out,out,out
4313,out,out,other,other,other,other
4314,out,out,out,out,out,out
4315,out,mainHall,out,out,out,out
4316,out,mainHall,recreationArea,other,recreationArea,other
4317,out,other,other,other,out,out
4318,out,out,other,exhibition,other,exhibition
4319,out,out,out,out,out,out
4320,out,mainHall,other,hallC,other,other
4321,out,out,out,hallA,other,recreationArea
4322,out,mainHall,other,other,other,hallB
4323,out,out,out,hallA,recreationArea,other
4324,out,mainHall,diningHall,other,recreationArea,hallB
4325,out,out,out,out,out,out
4326,out,mainHall,out,out,out,out
4327,out,mainHall,diningHall,hallB,other,hallB
4328,out,out,out,out,out,out
4329,out,mainHall,out,out,out,out
4330,out,out,out,hallA,other,other
4331,out,mainHall,out,out,out,out
4332,out,mainHall,out,out,out,out
4333,out,out,out,out,out,out
4334,out,mainHall,out,out,out,out
4335,out,out,out,other,recreationArea,hallD
4336,out,out,out,out,out,out
4337,out,mainHall,diningHall,other,other,other
4338,out,out,out,other,other,hallD
4339,out,out,out,hallB,other,hallA
4340,out,mainHall,other,hallB,other,hallC
4341,out,mainHall,diningHall,hallB,other,hallA
4342,out,mainHall,other,hallC,other,hallC
4343,out,out,out,out,out,out
4344,out,out,out,out,out,out
4345,out,mainHall,out,out,out,out
4346,out,out,out,hallD,recreationArea,other
4347,out,mainHall,other,hallB,other,recreationArea
4348,out,mainHall,out,out,out,out
4349,out,other,other,other,out,out
4350,out,out,out,out,out,out
4351,out,mainHall,out,out,out,out
4352,out,mainHall,diningHall,out,out,out
4353,out,mainHall,diningHall,other,other,other
4354,out,mainHall,other,hallD,other,other
4355,out,out,out,hallB,other,hallA
4356,out,mainHall,other,other,recreationArea,hallB
4357,out,out,out,out,out,out
4358,out,mainHall,out,out,out,out
4359,out,mainHall,other,hallC,other,other
4360,out,mainHall,other,hallC,other,hallA
4361,out,out,out,out,out,out
4362,out,out,out,out,out,out
4363,out,mainHall,out,out,out,out
4364,out,out,out,out,out,out
4365,out,mainHall,diningHall,hallB,hallA,hallA
4366,out,mainHall,out,out,out,out
4367,out,other,other,other,out,out
4368,out,mainHall,diningHall,hallB,recreationArea,hallB
4369,out,mainHall,diningHall,hallB,other,hallA
4370,out,mainHall,diningHall,out,out,out
4371,out,mainHall,other,hallB,other,hallA
4372,out,mainHall,out,out,out,out
4373,out,mainHall,diningHall,out,out,out
4374,out,mainHall,other,other,other,other
4375,out,out,out,hallA,other,hallA
4376,out,mainHall,diningHall,exhibition,recreationArea,other
4377,out,mainHall,diningHall,out,out,out
4378,out,out,out,out,out,out
4379,out,mainHall,other,exhibition,other,hallC
4380,out,out,out,out,out,out
4381,out,other,out,out,out,out
4382,out,mainHall,out,out,out,out
4383,out,mainHall,recreationArea,hallB,hallA,hallA
4384,out,mainHall,out,out,out,out
4385,out,out,out,hallD,recreationArea,hallD
4386,out,mainHall,diningHall,hallD,exhibition,other
4387,out,out,out,hallB,recreationArea,hallA
4388,out,mainHall,diningHall,hallC,hallC,hallC
4389,out,mainHall,out,out,out,out
4390,out,out,out,out,out,out
4391,out,out,out,hallD,recreationArea,other
4392,out,out,out,other,recreationArea,hallA
4393,out,mainHall,diningHall,out,out,out
4394,out,mainHall,diningHall,other,other,hallA
4395,out,out,out,out,out,out
4396,out,mainHall,diningHall,other,recreationArea,other
4397,out,mainHall,other,hallC,other,hallC
4398,out,mainHall,other,hallD,recreationArea,other
4399,out,mainHall,diningHall,out,out,out
4400,out,mainHall,diningHall,out,out,out
4401,out,out,out,out,out,out
4402,out,out,out,hallB,other,hallB
4403,out,out,out,out,out,out
4404,out,mainHall,exhibition,hallB,other,other
4405,out,out,out,hallD,other,other
4406,out,out,out,out,out,out
4407,out,mainHall,out,out,out,out
4408,out,mainHall,diningHall,recreationArea,exhibition,other
4409,out,mainHall,diningHall,out,out,out
4410,out,other,other,other,out,out
4411,out,mainHall,other,out,out,out
4412,out,other,out,out,out,out
4413,out,mainHall,diningHall,exhibition,recreationArea,hallB
4414,out,mainHall,out,out,out,out
4415,out,mainHall,other,other,other,hallC
4416,out,mainHall,out,out,out,out
4417,out,mainHall,other,exhibition,exhibition,other
4418,out,other,other,other,out,out
4419,out,mainHall,recreationArea,other,recreationArea,hallA
4420,out,mainHall,diningHall,out,out,out
4421,out,out,out,out,out,out
4422,out,mainHall,other,hallD,other,other
4423,out,out,out,out,out,out
4424,out,mainHall,diningHall,hallC,other,hallC
4425,out,other,other,other,other,other
4426,out,other,out,out,out,out
4427,out,mainHall,diningHall,exhibition,recreationArea,other
4428,out,mainHall,diningHall,other,other,hallB
4429,out,mainHall,diningHall,hallB,other,other
4430,out,mainHall,other,hallB,other,other
4431,out,out,out,out,out,out
4432,out,mainHall,diningHall,hallB,hallA,hallA
4433,out,out,out,out,out,out
